Initial,Final,Total%,Vol%pa,MaxDD%,Sharpe≈,strategy,rebalance_days,stop_loss_pct,trail_k,risk_pct,w7,w14,wv,min_vol_usd,don_win,w_str,w_vol
22.03,43.1,95.67,87.75,-46.7,1.38,breakout,7,0.05,2.5,0.06,,,,2000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.04,,,,500000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.04,,,,1000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.04,,,,2000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.04,,,,500000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.04,,,,1000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.04,,,,2000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.04,,,,500000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.04,,,,1000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.04,,,,2000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.04,,,,500000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.04,,,,1000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.04,,,,2000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.06,,,,500000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.06,,,,1000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.06,,,,2000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.06,,,,500000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.06,,,,1000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.06,,,,2000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.06,,,,500000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.06,,,,1000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.06,,,,2000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.06,,,,500000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.06,,,,1000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,1.5,0.06,,,,2000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.04,,,,500000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.04,,,,1000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.04,,,,2000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.04,,,,500000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.04,,,,1000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.04,,,,2000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.04,,,,500000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.04,,,,1000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.04,,,,2000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.04,,,,500000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.04,,,,1000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.04,,,,2000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.06,,,,500000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.06,,,,1000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.06,,,,2000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.06,,,,500000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.06,,,,1000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.06,,,,2000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.06,,,,500000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.06,,,,1000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.06,,,,2000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.06,,,,500000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.06,,,,1000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.0,0.06,,,,2000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.04,,,,500000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.04,,,,1000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.04,,,,2000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.04,,,,500000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.04,,,,1000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.04,,,,2000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.04,,,,500000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.04,,,,1000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.04,,,,2000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.04,,,,500000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.04,,,,1000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.04,,,,2000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.06,,,,500000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.06,,,,1000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.06,,,,2000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.06,,,,500000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.06,,,,1000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.06,,,,2000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.06,,,,500000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.06,,,,1000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.06,,,,2000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.06,,,,500000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.06,,,,1000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.03,2.5,0.06,,,,2000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,1.5,0.06,,,,500000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,1.5,0.06,,,,1000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,1.5,0.06,,,,2000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,1.5,0.06,,,,500000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,1.5,0.06,,,,1000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,1.5,0.06,,,,2000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,1.5,0.06,,,,500000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,1.5,0.06,,,,1000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,1.5,0.06,,,,2000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,1.5,0.06,,,,500000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,1.5,0.06,,,,1000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,1.5,0.06,,,,2000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.0,0.06,,,,500000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.0,0.06,,,,1000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.0,0.06,,,,2000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.0,0.06,,,,500000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.0,0.06,,,,1000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.0,0.06,,,,2000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.0,0.06,,,,500000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.0,0.06,,,,1000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.0,0.06,,,,2000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.0,0.06,,,,500000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.0,0.06,,,,1000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.0,0.06,,,,2000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.5,0.06,,,,500000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.5,0.06,,,,1000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.5,0.06,,,,2000000.0,20.0,0.7,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.5,0.06,,,,500000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.5,0.06,,,,1000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.5,0.06,,,,2000000.0,20.0,0.7,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.5,0.06,,,,500000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.5,0.06,,,,1000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.5,0.06,,,,2000000.0,20.0,0.9,0.1
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.5,0.06,,,,500000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.5,0.06,,,,1000000.0,20.0,0.9,0.3
22.12,36.48,64.91,68.56,-39.38,1.3,breakout,14,0.05,2.5,0.06,,,,2000000.0,20.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.04,,,,500000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.04,,,,1000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.04,,,,2000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.04,,,,500000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.04,,,,1000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.04,,,,2000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.04,,,,500000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.04,,,,1000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.04,,,,2000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.04,,,,500000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.04,,,,1000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.04,,,,2000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.06,,,,500000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.06,,,,1000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.06,,,,2000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.06,,,,500000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.06,,,,1000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.06,,,,2000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.06,,,,500000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.06,,,,1000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.06,,,,2000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.06,,,,500000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.06,,,,1000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,1.5,0.06,,,,2000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.04,,,,500000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.04,,,,1000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.04,,,,2000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.04,,,,500000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.04,,,,1000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.04,,,,2000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.04,,,,500000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.04,,,,1000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.04,,,,2000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.04,,,,500000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.04,,,,1000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.04,,,,2000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.06,,,,500000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.06,,,,1000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.06,,,,2000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.06,,,,500000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.06,,,,1000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.06,,,,2000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.06,,,,500000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.06,,,,1000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.06,,,,2000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.06,,,,500000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.06,,,,1000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.0,0.06,,,,2000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.04,,,,500000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.04,,,,1000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.04,,,,2000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.04,,,,500000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.04,,,,1000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.04,,,,2000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.04,,,,500000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.04,,,,1000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.04,,,,2000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.04,,,,500000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.04,,,,1000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.04,,,,2000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.06,,,,500000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.06,,,,1000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.06,,,,2000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.06,,,,500000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.06,,,,1000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.06,,,,2000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.06,,,,500000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.06,,,,1000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.06,,,,2000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.06,,,,500000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.06,,,,1000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.03,2.5,0.06,,,,2000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,1.5,0.06,,,,500000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,1.5,0.06,,,,1000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,1.5,0.06,,,,2000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,1.5,0.06,,,,500000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,1.5,0.06,,,,1000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,1.5,0.06,,,,2000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,1.5,0.06,,,,500000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,1.5,0.06,,,,1000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,1.5,0.06,,,,2000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,1.5,0.06,,,,500000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,1.5,0.06,,,,1000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,1.5,0.06,,,,2000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.0,0.06,,,,500000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.0,0.06,,,,1000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.0,0.06,,,,2000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.0,0.06,,,,500000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.0,0.06,,,,1000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.0,0.06,,,,2000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.0,0.06,,,,500000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.0,0.06,,,,1000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.0,0.06,,,,2000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.0,0.06,,,,500000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.0,0.06,,,,1000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.0,0.06,,,,2000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.5,0.06,,,,500000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.5,0.06,,,,1000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.5,0.06,,,,2000000.0,30.0,0.7,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.5,0.06,,,,500000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.5,0.06,,,,1000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.5,0.06,,,,2000000.0,30.0,0.7,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.5,0.06,,,,500000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.5,0.06,,,,1000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.5,0.06,,,,2000000.0,30.0,0.9,0.1
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.5,0.06,,,,500000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.5,0.06,,,,1000000.0,30.0,0.9,0.3
22.03,36.45,65.48,117.43,-53.23,1.12,breakout,7,0.05,2.5,0.06,,,,2000000.0,30.0,0.9,0.3
17.8,31.82,78.73,79.72,-52.35,1.28,breakout,3,0.03,1.5,0.04,,,,500000.0,30.0,0.7,0.1
