atr_stop_mult,atr_take_mult,time_stop_bars,trail_atr_mult,use_trailing,metrics,equity_curve,trades,rolling_sharpe_63d,config,_idx,_slice
1.5,1.5,8,1.0,True,"{'final_equity': 1000.0, 'cumulative_return': 0.0, 'cagr': 0.0, 'max_drawdown': 0.0, 'sharpe': 0.0, 'calmar': nan, 'trades': 0, 'win_rate': 0.0, 'avg_win': 0.0, 'avg_loss': 0.0, 'profit_factor': nan, 'turnover': 0.0, 'exposure_ratio': 0.0, 'return_bull_sum': 0.0, 'return_bear_sum': 0.0, 'sharpe_bull': 0.0, 'sharpe_bear': 0.0, 'loss_streaks_triggered': 0, 'signal_day_ratio': 0.0, 'avg_holding_bars': 0.0}","Series([], Name: equity, dtype: float64)","Empty DataFrame
Columns: [entry_date, exit_date, entry_price, exit_price, qty, pnl, pnl_pct, bars]
Index: []","Series([], dtype: float64)","{'symbol': 'BTC-USD', 'start': '2020-01-01', 'end': '2025-01-01', 'initial_equity': 1000.0, 'target_vol_annual': 0.2, 'ewma_lambda': 0.94, 'atr_len': 14, 'lookback_mom_long': 126, 'lookback_mom_short': 10, 'sma_trend': 200, 'reg_trend_len': 60, 'use_regression_trend': True, 'atr_stop_mult': 1.5, 'atr_take_mult': 1.5, 'time_stop_bars': 8, 'cost_bps': 5.0, 'slippage_bps': 3.0, 'min_vol_annual': 0.05, 'max_position_notional_frac': 0.95, 'download': True, 'data': None, 'require_mom_short_positive': False, 'use_vol_filter': True, 'vol_filter_mult': 1.5, 'use_trailing': True, 'trail_atr_mult': 1.0, 'use_mom_quantile': False, 'mom_quantile_q': 0.3, 'mom_quantile_window': 252, 'use_slope_min': False, 'slope_min': 0.0001, 'stagger_entry': False, 'stagger_fraction': 0.5, 'partial_exit_atr_trigger': 2.0, 'partial_exit_fraction': 0.0, 'move_stop_to_half_atr': False, 'enable_loss_cooldown': False, 'loss_streak_threshold': 2, 'cooldown_bars_after_loss_streak': 10, 'optimize': False}",2,2
