timestamp,episode,use_capital_env,equity,total_profit,total_return_pct,num_trades,win_rate,sharpe,epsilon
2025-08-15T20:24:21.516701,1,1,860.2731163449042,-139.72688365509578,-13.972688365509578,56,50.0,-0.050915117134203686,0.997
2025-08-15T20:24:35.938256,2,1,920.3416240623802,-79.65837593761978,-7.965837593761982,61,47.540983606557376,-0.03465098813320809,0.994009
2025-08-15T20:24:51.240635,3,1,1128.4957302833034,128.49573028330337,12.84957302833034,59,52.54237288135594,0.04642911051044038,0.991026973
2025-08-15T20:25:08.367591,4,1,2387.0122033974126,1387.0122033974126,138.70122033974127,60,66.66666666666666,0.421302878476867,0.988053892081
2025-08-15T20:25:58.175396,5,1,1576.2467677977688,576.2467677977688,57.62467677977688,61,60.65573770491803,0.2092826489982047,0.985089730404757
2025-08-15T20:26:28.060787,6,1,1807.1746235477772,807.1746235477772,80.71746235477772,58,58.620689655172406,0.24255273156171453,0.9821344612135428
2025-08-15T20:27:11.104134,7,1,1366.5986249780512,366.59862497805125,36.65986249780513,59,54.23728813559322,0.10945354145888321,0.9791880578299021
2025-08-15T20:28:10.126967,8,1,1468.7288534757135,468.72885347571355,46.87288534757135,62,58.06451612903226,0.20348516722874815,0.9762504936564125
2025-08-15T20:28:54.874827,9,1,2284.0430544040523,1284.0430544040523,128.40430544040524,59,64.40677966101694,0.35632772367124793,0.9733217421754432
2025-08-15T20:29:36.758743,10,1,1633.5396895775618,633.5396895775618,63.35396895775618,58,55.172413793103445,0.16937578238130357,0.9704017769489168
2025-08-15T20:30:11.874796,11,1,1614.724940646538,614.724940646538,61.4724940646538,59,64.40677966101694,0.2084199695997312,0.9674905716180701
2025-08-15T20:30:48.408964,12,1,1481.6991077849816,481.6991077849816,48.16991077849817,59,54.23728813559322,0.11958150338327729,0.9645880999032158
2025-08-15T20:31:26.531951,13,1,1522.8623284814294,522.8623284814294,52.28623284814293,61,60.65573770491803,0.21110307808666354,0.9616943356035061
2025-08-15T20:31:57.439105,14,1,1142.191322209785,142.19132220978508,14.219132220978503,62,51.61290322580645,0.05148301833377939,0.9588092525966956
2025-08-15T20:32:34.000514,15,1,1577.1173542665913,577.1173542665913,57.711735426659125,67,56.71641791044776,0.2056271951454702,0.9559328248389055
2025-08-15T20:33:12.679030,16,1,1463.5275307718773,463.5275307718773,46.352753077187735,60,56.666666666666664,0.16882966941989105,0.9530650263643888
2025-08-15T20:33:56.396949,17,1,983.611125802774,-16.38887419722596,-1.638887419722601,59,47.45762711864407,-0.0009303934208074627,0.9502058312852957
2025-08-15T20:34:35.170967,18,1,1429.6050747865938,429.60507478659383,42.96050747865938,66,50.0,0.1373788624718371,0.9473552137914398
2025-08-15T20:35:09.956325,19,1,1797.7749257499145,797.7749257499145,79.77749257499144,54,61.111111111111114,0.2669537547758111,0.9445131481500655
2025-08-15T20:35:45.682288,20,1,1522.1666869862322,522.1666869862322,52.216668698623224,66,54.54545454545454,0.18612916754099124,0.9416796087056153
2025-08-15T20:36:22.854308,21,1,1564.1257727635154,564.1257727635154,56.41257727635154,52,59.61538461538461,0.1800027332994991,0.9388545698794984
2025-08-15T20:37:01.431819,22,1,1043.1857406329916,43.18574063299161,4.318574063299163,64,54.6875,0.02565230765084133,0.93603800616986
2025-08-15T20:37:42.591479,23,1,1064.057754737659,64.05775473765902,6.405775473765907,64,48.4375,0.029579679195059952,0.9332298921513504
2025-08-15T20:38:25.809078,24,1,1979.1805431776133,979.1805431776133,97.91805431776133,52,65.38461538461539,0.40327274748689124,0.9304302024748964
2025-08-15T20:39:09.911790,25,1,1185.153925329877,185.15392532987698,18.515392532987708,68,55.88235294117647,0.08067207657861368,0.9276389118674717
2025-08-15T20:39:46.426684,26,1,910.073024309272,-89.926975690728,-8.992697569072805,66,51.515151515151516,-0.03324062857605325,0.9248559951318693
2025-08-15T20:40:25.744746,27,1,2242.588498743062,1242.5884987430618,124.2588498743062,57,59.64912280701754,0.34293890810917177,0.9220814271464737
2025-08-15T20:41:08.215090,28,1,983.9561261894895,-16.04387381051049,-1.6043873810510534,49,48.97959183673469,-0.009323145916920444,0.9193151828650342
2025-08-15T20:41:49.955366,29,1,1249.0329238488596,249.03292384885958,24.903292384885955,60,56.666666666666664,0.10730426260622461,0.9165572373164391
2025-08-15T20:42:33.177050,30,1,2080.0568899490004,1080.0568899490004,108.00568899490001,57,52.63157894736842,0.3354886732586751,0.9138075656044898
2025-08-15T20:43:14.567483,31,1,1219.0890625816005,219.0890625816005,21.908906258160044,62,50.0,0.08917168479474542,0.9110661429076764
2025-08-15T20:44:02.195463,32,1,1322.6006608890164,322.60066088901635,32.26006608890164,69,49.275362318840585,0.11218014490931874,0.9083329444789534
2025-08-15T20:44:43.166940,33,1,924.193991506459,-75.80600849354096,-7.5806008493540915,64,50.0,-0.03187194170706561,0.9056079456455165
2025-08-15T20:45:30.445788,34,1,877.2455101834331,-122.75448981656689,-12.27544898165669,52,55.769230769230774,-0.05203351431779983,0.90289112180858
2025-08-15T20:46:11.494242,35,1,1430.849808853727,430.8498088537269,43.084980885372694,53,58.490566037735846,0.1621288748361732,0.9001824484431542
2025-08-15T20:46:54.481389,36,1,1822.1345455620174,822.1345455620174,82.21345455620173,57,56.14035087719298,0.2582021222578782,0.8974819010978248
2025-08-15T20:47:30.212712,37,1,1256.637144128972,256.63714412897207,25.66371441289721,60,53.333333333333336,0.09674438968151387,0.8947894553945313
2025-08-15T20:48:14.034709,38,1,1322.816146590715,322.8161465907151,32.28161465907151,56,62.5,0.16790731944416576,0.8921050870283477
2025-08-15T20:49:00.424181,39,1,886.6187210999295,-113.38127890007047,-11.338127890007044,60,45.0,-0.05042709482590472,0.8894287717672626
2025-08-15T20:49:43.275416,40,1,1353.821452135839,353.8214521358391,35.38214521358392,69,52.17391304347826,0.13409325261177468,0.8867604854519608
2025-08-15T20:50:29.245591,41,1,1503.455997046203,503.45599704620304,50.34559970462031,53,50.943396226415096,0.19337712822333708,0.884100203995605
2025-08-15T20:51:16.333957,42,1,1551.4310015736485,551.4310015736485,55.143100157364856,65,56.92307692307692,0.15641701253695248,0.8814479033836181
2025-08-15T20:52:00.384854,43,1,1485.080873592702,485.0808735927019,48.50808735927019,57,63.1578947368421,0.1891055013195951,0.8788035596734672
2025-08-15T20:52:41.913234,44,1,1210.31011250447,210.31011250447,21.031011250446994,56,41.07142857142857,0.06888201890754862,0.8761671489944468
2025-08-15T20:53:27.296840,45,1,1350.1882694070234,350.1882694070234,35.018826940702354,57,54.385964912280706,0.13052640248301728,0.8735386475474635
2025-08-15T20:54:10.823221,46,1,1267.875998132436,267.87599813243605,26.787599813243613,60,58.333333333333336,0.11852295878349164,0.8709180316048211
2025-08-15T20:55:01.690563,47,1,872.8927659552836,-127.10723404471639,-12.710723404471636,66,51.515151515151516,-0.06408138892837059,0.8683052775100066
2025-08-15T20:55:47.317396,48,1,956.5157493499564,-43.48425065004358,-4.348425065004358,58,58.620689655172406,-0.02055967142262043,0.8657003616774767
2025-08-15T20:56:34.165410,49,1,1053.2821156698508,53.28211566985078,5.328211566985086,49,51.02040816326531,0.041120061130457436,0.8631032605924442
2025-08-15T20:57:18.726710,50,1,1453.1347550476146,453.1347550476146,45.313475504761456,49,59.183673469387756,0.23290839350855147,0.860513950810667
2025-08-15T21:02:11.486329,1,1,13.15181974385841,3.1518197438584092,31.51819743858408,18,72.22222222222221,0.4808101792178899,0.997
